name,x,y,f
200075_s_at,0.0255771199165231,0.633080305329203,1
200076_s_at,-0.14907491187093,1.31669209724274,2
200077_s_at,-0.0480908356444552,0.433354429003317,3
200078_s_at,-0.00206080528378827,0.00719886527338242,4
200079_s_at,0.0294726552630653,0.422719490809465,5
200080_s_at,-0.00261022067172512,0.00790075951150556,1
200081_s_at,-0.119858081516455,1.35916998188086,2
200082_s_at,-0.0695361271302382,0.567819690823413,3
200083_at,0.0731688367464383,0.262986001218535,4
200084_at,-0.0381949390365648,0.563924019624481,5
200085_s_at,-0.0677914714875207,0.914012641132478,1
200086_s_at,0.0612484860661908,0.259759685613093,2
200087_s_at,0.0175094926519854,0.108288581080586,3
200088_x_at,-0.0589598379511678,0.37061639363706,4
200089_s_at,0.0468206604864125,0.480749161332445,5
200090_at,0.0163899891553854,0.114137052793462,1
200091_s_at,0.134501665911039,0.590993120921129,2
200092_s_at,-0.0353354480007706,0.15620217603443,3
200093_s_at,0.0380511813410234,0.5871081220985,4
200094_s_at,0.00741765265870953,0.0573116474441073,5
200095_x_at,-0.0121494183865245,0.0510146742712203,1
200096_s_at,0.000370377720573245,0.00211867187362868,2
200097_s_at,0.0423659721403933,0.319571507072872,3
200098_s_at,0.0143726157187434,0.0838365064419496,4
200099_s_at,0.0213259508967809,0.266096987095864,5
200593_s_at,0.00126148477029275,0.00444818749303899,1
200594_x_at,-0.0184896757700752,0.109212052309637,2
200595_s_at,0.0390160391710666,0.191560785046937,3
200596_s_at,-0.198803189916148,0.309668381159004,4
200597_at,0.248781906746956,1.07453043666343,5
200598_s_at,-0.0653427155155555,0.446991535040711,1
200599_s_at,0.117509331048767,0.790729900681944,2
200600_at,-0.0720139032955185,0.71205860863808,3
200601_at,-0.000146755626239781,0.00024123661679989,4
200602_at,0.175145144133685,0.474178091631035,5
200603_at,-0.00128211843104964,0.00724353107483963,1
200604_s_at,0.137908195274139,1.17152979793047,2
200605_s_at,-0.0309749043417629,0.0681671570643566,3
200606_at,0.063809253408504,0.421313216537063,4
200607_s_at,-0.126996336028059,0.283907989418456,5
200608_s_at,0.0996984815683923,0.39444290355184,1
200609_s_at,0.0604283106182333,0.311683621463986,2
200610_s_at,0.119540579644081,1.18881432891396,3
200611_s_at,-0.0884917886472643,1.13008383507236,4
200612_s_at,-0.0893830495909711,0.183041666741518,5
200613_at,-0.0572377454138255,0.517913173627317,1
200614_at,0.0242866513988655,0.208586871955122,2
200615_s_at,0.129827594766333,0.423621781452711,3
200616_s_at,-0.199561361816919,0.9242364764997,4
200617_at,0.0895837674496729,0.0888309441835045,5
200618_at,-0.0467485170310589,0.225767234268811,1
200619_at,-0.099100674523747,0.461031817949622,2
200620_at,-0.0226910402742728,0.164100937040934,3
200621_at,-0.0179746476232818,0.109482283082623,4
200622_x_at,0.0112976723615379,0.0383908657533378,5
200623_s_at,0.212273888990934,1.34115041861958,1
200624_s_at,-0.017167602514732,0.0496374869467435,2
200625_s_at,0.0490125968110551,0.52939835676733,3
200626_s_at,0.0848069157293274,0.430275822160212,4
200627_at,0.0857383233866749,0.549512800485975,5
200628_s_at,-0.184663398470816,1.25573204980781,1
200629_at,-0.124965510814038,0.174781523808082,2
200630_x_at,-0.0561429062805239,0.564614024656261,3
200631_s_at,0.033678197977542,0.222455623574594,4
200632_s_at,-0.125130637317119,1.00402462142755,5
200633_at,-0.0525450930879359,0.311175413099695,1
200634_at,-0.0380356541337932,0.669196523889732,2
200635_s_at,0.0297775939649201,0.0354728290759743,3
200636_s_at,-0.0985398547898022,0.290349008746707,4
200637_s_at,0.265836459953745,0.532170353985211,5
200638_s_at,-0.0177258087946637,0.148108516333893,1
200639_s_at,0.00472803453861737,0.00619681767670492,2
200640_at,0.100155572565733,2.0110980994639,3
200641_s_at,-0.016536564070222,0.0979555865965966,4
200642_at,0.000157240468009689,0.00219159583793619,5
200643_at,0.0988402141787503,0.239965553715077,1
200644_at,-0.0198075261284192,0.140241222212679,2
200645_at,-0.112725492009442,0.799453070882003,3
200646_s_at,-0.05026103776403,0.0908897786226494,4
200647_x_at,0.0461898462625747,0.30953782664066,5
200648_s_at,0.317449004227479,1.20904941131366,1
200649_at,-0.0598259996318529,0.439168784964844,2
200650_s_at,-0.0603964193570512,0.451298228149517,3
200651_at,-0.22765327301607,1.07438707154635,4
200652_at,-0.0230918199688155,0.12802649156308,5
200653_s_at,-0.00533930567316432,0.0131159840027767,1
200654_at,-0.0838453038995528,0.873967808977272,2
200655_s_at,-0.0457854083222387,0.225289734803144,3
200656_s_at,-0.0146907741147722,0.0580968565759484,4
200657_at,0.0276015160961638,0.15396700143654,5
200658_s_at,-0.0665281839146541,0.409651678030879,1
200659_s_at,0.0371583053404603,0.118137982401329,2
200660_at,-0.0525068345335491,0.232477466024996,3
200661_at,-0.111763539657989,0.580628663234864,4
200662_s_at,0.0306610250951742,0.418581874012105,5
200663_at,0.0165685335251293,0.142537975040397,1
200664_s_at,-0.0166716385956089,0.0910922260816749,2
200665_s_at,0.545480121234453,3.10028897537682,3
200666_s_at,0.0344202344627096,0.448552915730429,4
200667_at,-0.0739184987311905,0.241654469313388,5
200668_s_at,0.0428751327990415,0.100511093952069,1
200669_s_at,-0.0427226935411014,0.295886680271922,2
200670_at,-0.0942671795622587,0.582780313425533,3
200671_s_at,0.0102412237630638,0.0107874359039243,4
200672_x_at,0.603084527165999,1.33618310456971,5
200673_at,-0.0277615489734302,0.243007043730992,1
200674_s_at,-0.0693407398924695,0.386784865605385,2
200675_at,0.0878856683893634,0.665946471311572,3
200676_s_at,-0.0729152449710284,0.385517595395423,4
200677_at,0.0122540797237942,0.058456333382263,5
200678_x_at,0.0074604963076812,0.0147304973495255,1
200679_x_at,-0.0432396696159714,0.431475367191701,2
200680_x_at,0.034677038098506,0.10731323207132,3
200681_at,-0.0401686857196832,0.400067453152158,4
200682_s_at,-0.0204082088177486,0.0944092796799969,5
200683_s_at,-0.0883575829373981,0.755720857303131,1
200684_s_at,-0.105945266612162,0.17389155972163,2
200685_at,0.434620016983558,1.70260913213463,3
200686_s_at,0.323844112262336,1.25342099666497,4
200687_s_at,-0.0573880069539161,0.216020240815172,5
200688_at,-0.278417268466683,1.00877376980363,1
200689_x_at,-0.184925996195693,0.838229475942826,2
200690_at,0.527575521364238,3.11914494543424,3
200691_s_at,0.0144106927864343,0.28668042929181,4
200692_s_at,-0.0166670971888205,0.17586036287103,5
200693_at,0.0138868463938948,0.115305073209379,1
200694_s_at,-0.133319940999973,3.19557334860465,2
200695_at,-0.0217220910517923,0.119531214530495,3
200696_s_at,-0.125989694949093,0.532323323633604,4
200697_at,-0.181708025254888,0.651296938975277,5
200698_at,-0.0116529088911541,0.167663130232868,1
200699_at,-0.0915685423762813,0.616135537354517,2
200700_s_at,-0.0199066412514899,0.11481059096404,3
200701_at,-0.0617776962941594,0.409584799938111,4
200702_s_at,0.162581608829074,0.873560401552971,5
200703_at,-0.02972484168947,0.124854289795378,1
200704_at,0.00785027841536134,0.0114152307617328,2
200705_s_at,0.0260054458107568,0.111892199991973,3
200706_s_at,-0.251766826872553,0.971486580167218,4
200707_at,-0.255775323931584,2.30625655415456,5
200708_at,-0.0137764547000447,0.477804619666964,1
200709_at,-0.204217380191682,1.80317369661129,2
200710_at,0.0238361283994326,0.0983459221082182,3
200711_s_at,-0.0160703507701019,0.063351060341466,4
200712_s_at,0.0546817652153315,0.370027341413652,5
200713_s_at,-0.0660386033942526,0.262549510787429,1
200714_x_at,0.310040917318791,1.44062133318248,2
200715_x_at,0.0256543251225043,0.125221500269245,3
200716_x_at,-0.144406217994161,1.19803461520044,4
200717_x_at,-0.0163029379287369,0.0556715701428557,5
200718_s_at,0.0890484740901556,0.322817042468149,1
200719_at,0.148494387640694,0.911164633940657,2
200720_s_at,-0.0639203646513753,0.412172698250364,3
200721_s_at,0.00469107667981916,0.0106113727896102,4
200722_s_at,0.101557180597558,0.528611582326508,5
200723_s_at,-0.0133293725017527,0.151411040433334,1
200724_at,-0.448917885299354,0.926304128894581,2
200725_x_at,-0.0741355223496853,0.47102282075548,3
200726_at,-0.11695713435674,0.643979106400613,4
200727_s_at,-0.0587975797630325,0.382586621386045,5
200728_at,-0.0189552433483993,0.249231068228178,1
200729_s_at,-0.0177938642199766,0.141048348461445,2
200730_s_at,0.0154986116504041,0.100606339199612,3
200731_s_at,-0.093063085736576,1.46952966591051,4
200732_s_at,-0.0246721057092483,0.301687113515416,5
200733_s_at,-0.0233002475897415,0.0640887484489499,1
200734_s_at,-0.00250919603157129,0.0182208822009446,2
200735_x_at,0.0598340605213448,0.837634825329744,3
200736_s_at,-0.0874340356544732,0.677349735143134,4
200737_at,-0.0290001040195254,0.119400188861192,5
200738_s_at,-0.0186531290920868,0.609978206266381,1
200739_s_at,-0.0394760736833426,0.373647564741864,2
200740_s_at,0.000671232114966003,0.00404674025227694,3
200741_s_at,-0.0202868148499498,0.127528445364163,4
200742_s_at,0.050686645616965,0.300885345554298,5
200743_s_at,0.0886575805074319,0.484817086417257,1
200744_s_at,-0.00971608498012166,0.0899376327084509,2
200745_s_at,-0.0662950240277098,0.428768948188078,3
200746_s_at,-0.0777316922937761,1.40010227261217,4
200747_s_at,0.0800156303397586,0.115423694800989,5
200748_s_at,-0.0187211806038174,0.188481474029842,1
200749_at,-0.118391014993247,0.392000253531787,2
200750_s_at,0.0743292666669131,0.415100833468183,3
200751_s_at,0.136140906668766,1.21905553608378,4
200752_s_at,-0.0397252541808797,0.101630226929773,5
200753_x_at,-0.0794169640672742,0.357778596366024,1
200754_x_at,-0.264606937863968,1.0107543976252,2
200755_s_at,0.00970911915533179,0.0442665085567085,3
200756_x_at,-0.0408736577536164,0.342021176351541,4
200757_s_at,-0.086842621987639,2.47029821843605,5
200758_s_at,-0.0823976224532803,1.41654327608331,1
200759_x_at,0.146621111995099,0.675123716529715,2
200760_s_at,0.0359653469062717,0.148904007021014,3
200761_s_at,-0.0282525421177038,0.0970208645835183,4
200762_at,-0.115774804241683,0.545306988521007,5
200763_s_at,0.0121245569957562,0.0806034376225007,1
200764_s_at,-0.00881601540574017,0.0761326420074261,2
200765_x_at,-0.0970637834114001,0.955875744980265,3
200766_at,-0.153939877723392,0.698863466615789,4
200767_s_at,0.178738940723575,0.627313155270192,5
200768_s_at,-0.0406157765406849,0.217867018299811,1
200769_s_at,-0.0772577962542442,0.317124282288765,2
200770_s_at,-0.0874451165893326,0.462609617031601,3
200771_at,0.0138072976105139,0.0412630987420235,4
200772_x_at,-0.0421580963247514,0.835551879519877,5
200773_x_at,0.132488031548894,2.40109633418983,1
200774_at,0.0274238978542023,0.144999061249077,2
200775_s_at,0.138549919250277,1.15040720497433,3
200776_s_at,0.107710031377371,0.486294696088594,4
200777_s_at,0.105618684660879,0.811033931548233,5
200778_s_at,0.0793280410430501,0.576803824745883,1
200779_at,-0.120836330626881,0.507967493923414,2
200780_x_at,-0.110112056994319,0.961934892666596,3
200781_s_at,0.0243829411632994,0.0991901800276107,4
200782_at,-0.0294164915513697,0.220730475486773,5
200783_s_at,-0.267344479132959,1.17170344927248,1
200784_s_at,-0.255932775732528,0.33768430444052,2
200785_s_at,-0.0284040239230592,0.0365355026424259,3
200786_at,-0.0663440198838732,0.468208146942988,4
200787_s_at,0.0139906180874352,0.0562879147557893,5
200788_s_at,0.0192382898284933,0.0522883562309913,1
200789_at,-0.000425732905815934,0.00116755912872126,2
200790_at,-0.0102138064768056,0.0838213727109395,3
200791_s_at,-0.0435249986680706,0.132443504874048,4
200792_at,0.0777386612582465,0.594045603812787,5
200793_s_at,-0.19232498847801,0.404354019999274,1
200794_x_at,0.0140792488485388,0.0485653257969062,2
200795_at,0.00163751128736767,0.00126055805733196,3
200796_s_at,-0.200581695912955,1.9184045134338,4
200797_s_at,0.20934520544513,1.06410765156551,5
200798_x_at,0.102579110984621,0.552707191244825,1
200799_at,-0.0624869308461147,0.405690396053909,2
200800_s_at,-0.0551243459636748,0.200746806166346,3
200801_x_at,-0.0248324670361857,0.0841056669446263,4
200802_at,0.0112230994169309,0.0669278350305973,5
200803_s_at,-0.0870101316878102,0.669476319125646,1
200804_at,-0.113417374828375,1.16093249307467,2
200805_at,-0.13553781586401,0.918996345107107,3
200806_s_at,0.000266437786102358,0.00148558894539306,4
200807_s_at,0.035791287615579,0.389112709235728,5
200808_s_at,0.00176492412161977,0.00596188086088378,1
200809_x_at,-0.0332690275422447,0.134184556139725,2
200810_s_at,0.0326231556047372,0.179144814397271,3
200811_at,-0.00774351694300535,0.0400179998484374,4
200812_at,-0.131338222360208,2.6326464548581,5
200813_s_at,-0.140481762481027,1.69216944222051,1
200814_at,-0.00975014208304259,0.0783792525166521,2
200815_s_at,-0.117575422217753,1.03142196374983,3
200816_s_at,-0.0678438365742728,0.233960553680235,4
200817_x_at,-0.0775624989658077,0.553753816898418,5
200818_at,-0.000907961724724515,0.00886759991774732,1
200819_s_at,-0.0900005474358725,0.580094168507721,2
200820_at,-0.101822222500608,1.42343811244832,3
200821_at,-0.00203354300281156,0.00385458172025449,4
200822_x_at,-0.0228200416448576,0.120905029342587,5
200823_x_at,-0.127532465240638,0.886662030487814,1
200824_at,-0.198004206195906,0.853305424854232,2
200825_s_at,0.105088995308103,0.81761383192523,3
200826_at,-0.0676693494342047,1.23008058188011,4
200827_at,-0.00609995019931731,0.0164555272165476,5
200828_s_at,-0.0756377271411939,0.50735219811423,1
200829_x_at,-0.0458106404557377,0.302009669518442,2
200830_at,-0.0498477270678528,0.462243501938954,3
200831_s_at,-0.11453430582926,0.937440524700356,4
200832_s_at,0.0163440576490324,0.280944057590185,5
200833_s_at,0.0778499398317631,0.296000750989963,1
200834_s_at,0.0367688398044059,0.16363460564977,2
200835_s_at,-1.42268478150034,2.06865002203109,3
200836_s_at,-0.180044995103911,1.01246753604387,4
200837_at,-0.0221394722460335,0.153258844686182,5
200838_at,0.0898310705562224,0.40025717059835,1
200839_s_at,-0.11115823421928,0.688017774024002,2
200840_at,-0.0602705964303105,0.424012085788606,3
200841_s_at,-0.00386261544140432,0.0100092262012607,4
200842_s_at,0.0369898775613713,0.100532649916279,5
200843_s_at,-0.0212398372895652,0.122048948912648,1
200844_s_at,-0.0416957292900282,0.28622182290676,2
200845_s_at,0.0140476475684999,0.197172359120728,3
200846_s_at,0.0367364752470891,0.258475506461038,4
200847_s_at,0.0556736062694565,0.437135944942906,5
200848_at,-0.125018637450948,1.10202188635862,1
200849_s_at,0.048316801024054,0.325905777181092,2
200850_s_at,0.0750563381348055,2.56010240930749,3
200851_s_at,0.0337310035214653,0.165275295476908,4
200852_x_at,-0.0965562489455039,0.78124671781516,5
200853_at,0.0150969774488576,0.174846954735868,1
200854_at,0.137293681056653,0.545005338583946,2
200855_at,0.186196926358268,0.656300467487639,3
200856_x_at,0.00628216759196576,0.0274729097779016,4
200857_s_at,0.066825854157651,0.284011481627101,5
200858_s_at,0.0390256337630426,0.126734324576328,1
200859_x_at,0.175199457973443,0.690300508814597,2
200860_s_at,-0.0502976137472153,0.378963447486576,3
200861_at,0.0394097905438215,0.123464543067891,4
200862_at,0.120984851192651,0.772860974826158,5
200863_s_at,-0.102193131585574,1.52463507246257,1
200864_s_at,0.194640386443949,1.04190556602289,2
200865_at,-0.101348473806038,0.0289525129455982,3
200866_s_at,0.0116899066832783,0.0642090829182302,4
200867_at,0.0761810960283178,0.288131386036279,5
200868_s_at,-0.0590032800770892,0.257255936170228,1
200869_at,-0.0816304359052875,0.534781452073091,2
200870_at,-0.100906715726344,1.0128302277548,3
200871_s_at,-0.163795454131403,1.10711813564435,4
200872_at,-0.0736258484670813,0.628024814337043,5
200873_s_at,0.115741484067621,0.891447680245702,1
200874_s_at,0.103273719911565,0.286633589634296,2
200875_s_at,-0.0245121507620105,0.122469731753574,3
200876_s_at,-0.0229588580674989,0.123208649843389,4
200877_at,-0.090608081922797,0.484804235299968,5
200878_at,-0.0616482026321812,0.271694391169358,1
200879_s_at,0.0236497283907582,0.0658952969648692,2
200880_at,0.107141636548272,0.823758169465075,3
200881_s_at,-0.0242227408290745,0.228567109520366,4
200882_s_at,-0.0688233962061258,0.935285375040135,5
200883_at,-0.0269731881914907,0.0952473623724966,1
200884_at,0.164895329338176,0.544657469065932,2
200885_at,-0.167144851364526,0.480199764535038,3
200886_s_at,-0.0861004999742878,1.24403024881643,4
200887_s_at,0.202614994365616,2.14851109612623,5
200888_s_at,-0.0634847053069354,0.976011836332559,1
200889_s_at,0.0329368785419852,0.214879454194659,2
200890_s_at,0.00259481401489836,0.0136576753774868,3
200891_s_at,0.192083300176085,0.626458423872276,4
200892_s_at,0.0263031328790824,0.15503116154179,5
200893_at,-0.0211378148014596,0.213599351786639,1
200894_s_at,0.027288442346121,0.111917340680431,2
200895_s_at,0.109011867205137,0.341054587401988,3
200896_x_at,0.101344410753869,0.718514529890358,4
200897_s_at,-0.0737214866256117,0.47359485843984,5
200898_s_at,-0.0119361691454891,0.0421337192945226,1
200899_s_at,0.339806773058207,0.868781759395328,2
200900_s_at,-0.207757292954906,0.67338220798792,3
200901_s_at,0.0119278196566128,0.0586723692683354,4
200902_at,-0.0507826091277348,0.148313315417019,5
200903_s_at,-0.0555146744495492,0.489897898048489,1
200904_at,-0.19739113632028,0.232808676980636,2
200905_x_at,-0.267869928734997,2.0671533627125,3
200906_s_at,0.278508382597195,0.9441348172683,4
200907_s_at,-0.317949149764608,1.0655285357538,5
200908_s_at,0.625033248902028,1.50233897635937,1
200909_s_at,0.0250264102598621,0.115877284594431,2
200910_at,-0.0132415823477139,0.0856407544082378,3
200911_s_at,-0.0712134615902595,0.301424004072118,4
200912_s_at,0.0760693328132138,0.229279420573149,5
200913_at,-0.011567308981034,0.0450742983150917,1
200914_x_at,-0.179818144861208,0.410264256241852,2
200915_x_at,-0.0814527120778461,0.3234383596291,3
200916_at,0.0317041482714764,0.247838757857661,4
200917_s_at,0.0212720124329326,0.0930852430106317,5
200918_s_at,-0.00717482197249986,0.0235404646740557,1
200919_at,0.0988995129972139,0.543892776992219,2
200920_s_at,-0.0754839506998106,0.401316548062992,3
200921_s_at,0.177993164356293,0.841519512989599,4
200922_at,0.0770499442914439,0.53641830689639,5
200923_at,-0.0386151445178111,0.297000977772963,1
200924_s_at,0.0266901751147888,0.15690083840429,2
200925_at,-0.0136255806447956,0.0978572678808502,3
200926_at,0.0468803181999657,0.653766963388329,4
200927_s_at,0.0465212802252566,0.234074936803237,5
200928_s_at,0.541060559531881,0.745773549979617,1
200929_at,0.0329260421519866,0.0764708235736443,2
200930_s_at,-0.350065967572088,0.276577249762575,3
200931_s_at,-0.089865295759779,0.430650549907084,4
200932_s_at,-0.167429442333392,0.40007030755508,5
200933_x_at,0.0100337891878333,0.0526664978187816,1
200934_at,-0.169483242827228,1.95142345715054,2
200935_at,0.0925730402909828,0.228355233561312,3
200936_at,-0.0668365952727026,0.629178329432551,4
200937_s_at,-0.0297586776551331,0.877359657833672,5
200938_s_at,-0.629389133138495,0.344150467281629,1
200939_s_at,0.204199246098578,0.0748317741429348,2
200940_s_at,-0.0672421770903231,0.214261655576201,3
200941_at,-0.0177653841133925,0.183590636830982,4
200942_s_at,-0.0226959263199706,0.102518851380069,5
200943_at,0.277523108188278,0.813822072154999,1
200944_s_at,0.080142546579296,1.66215218429488,2
200945_s_at,0.0404535561343327,0.272023380071732,3
200946_x_at,-0.0235053674276404,0.0915432347623101,4
200947_s_at,-0.061913638260874,0.290691525023113,5
200948_at,-0.0116331520004209,0.0510028570078872,1
200949_x_at,0.01661882747376,0.124943534512131,2
200950_at,0.0225143431417507,0.0565641319161402,3
200951_s_at,-0.694135754978819,0.423185134843981,4
200952_s_at,-0.0314650505100742,0.00864310704593474,5
200953_s_at,-0.0407272822478557,0.0828980989732475,1
200954_at,-0.36957366588614,0.829881916908576,2
200955_at,-0.137009361645516,1.47458478223342,3
200956_s_at,-0.0695918070715926,0.884237234722323,4
200957_s_at,-0.0297501618062395,0.236098770858679,5
200958_s_at,0.127105691364212,0.96675175072107,1
200959_at,-0.0716301524648006,0.623110499539279,2
200960_x_at,-0.0522464056531522,0.179446594064717,3
200961_at,-0.0210270113659412,0.0640765594359966,4
200962_at,0.00667007335326719,0.0134122140784758,5
200963_x_at,-0.0696724721660971,0.435303611410891,1
200964_at,-0.0791235399341232,0.776937916651393,2
200965_s_at,0.0090031051548376,0.0899336842351155,3
200966_x_at,-0.125510805717344,1.0691530732796,4
200967_at,-0.0202955222583174,0.0954570982922692,5
200968_s_at,0.0358983420926684,0.329783436577411,1
200969_at,0.0926754498044442,0.409266522815314,2
200970_s_at,0.0181658414779946,0.0764178557212293,3
200971_s_at,0.109216736153222,0.27277038031978,4
200972_at,0.0903409973291396,0.39104775785772,5
